year,selling_price,km_driven,fuel,seller_type,transmission,owner,brands,models
2006,229999.0,200000.0,Diesel,Individual,Manual,Third Owner,Mahindra,Other
2018,1100000.0,20000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2013,400000.0,100000.0,Petrol,Individual,Manual,First Owner,Volkswagen,Other
2015,350000.0,70000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2012,159000.0,68000.0,Diesel,Dealer,Manual,First Owner,Chevrolet,Chevrolet Beat Diesel
2017,550000.0,38000.0,Petrol,Dealer,Manual,First Owner,Maruti,Other
2013,335000.0,80000.0,Diesel,Dealer,Manual,First Owner,Maruti,Other
2014,185000.0,72000.0,CNG,Dealer,Manual,First Owner,Tata,Other
2012,229999.0,75000.0,CNG,Dealer,Manual,First Owner,Maruti,Other
2014,225000.0,43000.0,Petrol,Dealer,Manual,First Owner,Maruti,Other
2007,250000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2015,400000.0,100000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2014,470000.0,163000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2018,300000.0,25000.0,Petrol,Individual,Automatic,First Owner,Maruti,Maruti Alto K10
2011,145000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LX
2007,100000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2014,500000.0,70000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2010,130000.0,98000.0,CNG,Individual,Manual,Second Owner,Hyundai,Hyundai Santro Xing
2010,240000.0,81925.0,Diesel,Individual,Manual,First Owner,Chevrolet,Other
2013,150000.0,80000.0,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
2017,270000.0,40000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2014,400000.0,90000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2012,200000.0,46000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
2012,550000.0,80000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2018,325000.0,35000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2017,860000.0,82080.0,Diesel,Individual,Automatic,First Owner,Skoda,Other
2012,600000.0,200000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2009,125000.0,70000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Other
2000,60000.0,40000.0,Petrol,Individual,Manual,Third Owner,Maruti,Maruti 800 AC
2010,300000.0,120000.0,Diesel,Individual,Manual,Third Owner,Chevrolet,Other
2007,190000.0,60000.0,Petrol,Individual,Manual,Third Owner,Ford,Other
2013,400000.0,110000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2011,260000.0,97000.0,Diesel,Individual,Manual,Second Owner,Tata,Other
2017,400000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2010,250000.0,40000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2019,600000.0,10000.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
2010,175000.0,52047.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2011,450000.0,200000.0,Diesel,Individual,Manual,Third Owner,Toyota,Toyota Innova 2.5
2019,350000.0,15000.0,Petrol,Individual,Automatic,Second Owner,Tata,Other
2018,800000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2011,250000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2019,600000.0,10000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2017,600000.0,90000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2016,130000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2006,90000.0,62009.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2017,595000.0,33100.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2014,190000.0,40000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai EON Era
1999,50000.0,120000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2007,95000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2016,1000000.0,70000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2006,220000.0,220000.0,Petrol,Individual,Manual,Second Owner,Mahindra,Other
2010,400000.0,50000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2015,315000.0,45000.0,Petrol,Individual,Manual,Second Owner,Datsun,Other
2014,1000000.0,110000.0,Diesel,Individual,Manual,First Owner,Toyota,Other
2014,500000.0,49000.0,Diesel,Individual,Manual,First Owner,Ford,Other
2018,1600000.0,35000.0,Diesel,Individual,Automatic,First Owner,Mahindra,Other
2017,500000.0,160000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2007,70000.0,180000.0,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Alto LX
2007,105000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
2008,400000.0,110000.0,Diesel,Individual,Manual,Third Owner,Ford,Other
2004,80000.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Wagon R
2016,300000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2017,409999.0,40000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2009,250000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2010,250000.0,120000.0,Diesel,Individual,Manual,Second Owner,Tata,Other
2012,215000.0,80000.0,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Swift Dzire
2015,1400000.0,120000.0,Diesel,Individual,Manual,First Owner,Toyota,Other
2018,475000.0,20000.0,Petrol,Individual,Manual,First Owner,Honda,Other
2018,475000.0,22000.0,Petrol,Individual,Manual,First Owner,Honda,Other
2008,75000.0,35000.0,Petrol,Individual,Manual,Second Owner,Chevrolet,Other
2013,200000.0,120000.0,Diesel,Individual,Manual,Second Owner,Chevrolet,Other
2019,575000.0,8000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2011,150000.0,40000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2018,850000.0,10000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2019,350000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2011,550000.0,54000.0,Diesel,Individual,Manual,Second Owner,Ford,Other
2017,330000.0,80577.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2017,1044999.0,25000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2011,300000.0,127500.0,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Verna 1.6
2015,235000.0,40903.0,Petrol,Dealer,Manual,First Owner,Hyundai,Other
2011,120000.0,60000.0,Petrol,Individual,Manual,Third Owner,Ford,Other
2004,130000.0,46000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
2004,275000.0,22288.0,Diesel,Dealer,Manual,Second Owner,Ford,Other
2011,270000.0,180000.0,Diesel,Individual,Manual,Second Owner,Volkswagen,Other
2015,500000.0,30000.0,Diesel,Individual,Manual,Second Owner,Volkswagen,Other
2015,400000.0,61690.0,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai Grand i10
2015,600000.0,64484.0,Petrol,Dealer,Manual,First Owner,Hyundai,Other
2012,1350000.0,90000.0,Diesel,Individual,Automatic,Second Owner,Audi,Other
2013,400000.0,75976.0,Diesel,Dealer,Manual,Second Owner,Renault,Other
2011,220000.0,70000.0,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
2012,300000.0,85962.0,Petrol,Dealer,Manual,Second Owner,Honda,Other
2018,250000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2015,600000.0,120000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2012,285000.0,75000.0,Petrol,Individual,Automatic,Second Owner,Honda,Other
2009,350000.0,57035.0,Petrol,Dealer,Manual,First Owner,Honda,Other
2011,170000.0,70000.0,Diesel,Individual,Manual,Third Owner,Mahindra,Other
2015,229999.0,45000.0,Petrol,Individual,Manual,First Owner,Ford,Other
2013,500000.0,72104.0,Diesel,Dealer,Manual,Second Owner,Mahindra,Other
2011,75000.0,15000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2016,600000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2011,220000.0,80000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2009,150000.0,164000.0,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
2006,65000.0,124439.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LX
2006,120000.0,77000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2014,240000.0,90000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2017,390000.0,30000.0,Petrol,Individual,Manual,First Owner,Renault,Other
2012,180000.0,50000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Other
2012,320000.0,80000.0,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift VDI
2018,310000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2018,420000.0,24000.0,Petrol,Individual,Automatic,First Owner,Maruti,Maruti Wagon R
2019,550000.0,10000.0,Petrol,Individual,Manual,First Owner,Tata,Other
2016,550000.0,78000.0,Diesel,Individual,Manual,Third Owner,Maruti,Other
2018,760000.0,50000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2001,43000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
2018,250000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2019,500000.0,1250.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2015,380000.0,17152.0,Petrol,Individual,Manual,First Owner,Tata,Other
2019,1850000.0,5000.0,Diesel,Individual,Automatic,First Owner,Mahindra,Other
2012,350000.0,77000.0,Diesel,Individual,Manual,First Owner,Volkswagen,Other
2008,195000.0,90000.0,Diesel,Individual,Manual,Second Owner,Hyundai,Other
2011,225000.0,80000.0,Petrol,Individual,Manual,Second Owner,Chevrolet,Other
2015,1125000.0,65000.0,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
2011,133000.0,80000.0,Diesel,Individual,Manual,First Owner,Tata,Tata Indica Vista
2013,200000.0,24005.0,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
2018,940000.0,20000.0,Diesel,Individual,Manual,First Owner,Maruti,Other
2014,400000.0,120000.0,Diesel,Individual,Manual,First Owner,Renault,Other
2009,120000.0,120000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2015,625000.0,80000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
2005,110000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2012,490000.0,100000.0,Diesel,Individual,Manual,First Owner,Renault,Other
2009,140000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LX
2011,175000.0,149000.0,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
2005,90000.0,65000.0,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
2009,275000.0,100000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2011,300000.0,65000.0,Diesel,Individual,Manual,Second Owner,Volkswagen,Other
2018,270000.0,19000.0,Petrol,Individual,Manual,Second Owner,Datsun,Other
2010,130000.0,80000.0,Petrol,Individual,Manual,Second Owner,Chevrolet,Other
2015,275000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2012,352000.0,109000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2012,180000.0,90000.0,LPG,Individual,Manual,First Owner,Hyundai,Other
2012,150000.0,90000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LX
2010,300000.0,110000.0,Diesel,Individual,Manual,Second Owner,Maruti,Other
2007,225000.0,120000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2014,600000.0,44000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2015,500000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2018,900000.0,5000.0,Petrol,Individual,Manual,First Owner,Honda,Other
2016,600000.0,61000.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2011,450000.0,100000.0,Diesel,Individual,Manual,Second Owner,Toyota,Other
2009,270000.0,27633.0,Petrol,Individual,Manual,First Owner,Hyundai,Other
2010,310000.0,100000.0,Diesel,Individual,Manual,Third Owner,Maruti,Other
2012,250000.0,100000.0,LPG,Individual,Manual,First Owner,Hyundai,Hyundai Santro Xing
2019,700000.0,12586.0,Petrol,Dealer,Manual,First Owner,Ford,Other
2018,650000.0,38083.0,Diesel,Dealer,Manual,First Owner,Fiat,Other
2012,400000.0,55328.0,Diesel,Dealer,Manual,First Owner,Ford,Ford Figo Diesel
2012,425000.0,81632.0,Diesel,Dealer,Manual,First Owner,Ford,Ford Figo Diesel
2016,600000.0,155201.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2013,600000.0,93283.0,Diesel,Dealer,Manual,First Owner,Ford,Ford EcoSport 1.5
2009,300000.0,217871.0,Diesel,Dealer,Manual,First Owner,Maruti,Other
2012,450000.0,90165.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2014,750000.0,101504.0,Diesel,Dealer,Manual,First Owner,Ford,Other
2010,325000.0,86017.0,Diesel,Dealer,Manual,Second Owner,Ford,Other
2013,900000.0,85036.0,Diesel,Dealer,Manual,Second Owner,Mahindra,Other
2006,180000.0,91086.0,Petrol,Dealer,Manual,Second Owner,Ford,Other
2013,350000.0,160254.0,Diesel,Dealer,Manual,Second Owner,Fiat,Other
2013,600000.0,125531.0,Diesel,Dealer,Manual,Second Owner,Ford,Ford EcoSport 1.5
2019,900000.0,60000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2006,350000.0,100000.0,Diesel,Individual,Manual,First Owner,Skoda,Other
2013,280000.0,90000.0,Diesel,Individual,Manual,Third Owner,Maruti,Other
2009,225000.0,120000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2014,520000.0,82000.0,Diesel,Individual,Manual,First Owner,Honda,Other
2016,509999.0,60000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2019,556000.0,24000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2014,225000.0,120000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2013,325000.0,65000.0,Diesel,Dealer,Manual,First Owner,Honda,Other
2013,365000.0,65000.0,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Swift VDI
2015,850000.0,84000.0,Diesel,Dealer,Manual,First Owner,Hyundai,Other
2013,350000.0,75000.0,Diesel,Dealer,Manual,First Owner,Toyota,Other
2007,225000.0,50000.0,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Swift VDI
2011,135000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LX
2007,140000.0,49000.0,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Wagon R
2016,665000.0,223158.4,Diesel,Dealer,Manual,First Owner,Maruti,Other
2015,275000.0,14365.0,Petrol,Dealer,Manual,First Owner,Renault,Other
2017,2675000.0,41000.0,Diesel,Individual,Automatic,First Owner,Toyota,Other
2013,484999.0,65000.0,Diesel,Dealer,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2015,565000.0,65000.0,Diesel,Dealer,Manual,First Owner,Maruti,Other
2013,425000.0,61083.0,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Swift Dzire
2013,925000.0,75000.0,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
2012,565000.0,72000.0,Diesel,Dealer,Manual,First Owner,Mahindra,Other
2014,525000.0,65000.0,Diesel,Dealer,Manual,First Owner,Renault,Other
2017,1650000.0,55000.0,Diesel,Dealer,Manual,First Owner,Hyundai,Other
2015,295000.0,21000.0,Petrol,Dealer,Manual,Second Owner,Hyundai,Hyundai EON Era
2012,2050000.0,66363.0,Petrol,Dealer,Automatic,Second Owner,Others,Other
2018,1475000.0,11700.0,Petrol,Dealer,Automatic,First Owner,Hyundai,Other
2017,1100000.0,10000.0,Petrol,Individual,Automatic,First Owner,Hyundai,Other
2014,2675000.0,100000.0,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz,Other
2016,670000.0,7104.0,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Other
2015,750000.0,45974.0,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,Other
2015,760000.0,55340.0,Petrol,Trustmark Dealer,Manual,First Owner,Hyundai,Hyundai Verna 1.6
2017,850000.0,20000.0,Petrol,Dealer,Automatic,Second Owner,Volkswagen,Other
2015,390000.0,61585.0,Diesel,Trustmark Dealer,Manual,First Owner,Renault,Other
2016,450000.0,39415.0,Petrol,Trustmark Dealer,Automatic,Second Owner,Maruti,Other
2014,425000.0,29654.0,Petrol,Trustmark Dealer,Manual,First Owner,Honda,Other
2016,770000.0,64672.0,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,Other
2015,1150000.0,54634.0,Diesel,Trustmark Dealer,Automatic,Second Owner,Hyundai,Other
2015,775000.0,66521.0,Petrol,Trustmark Dealer,Manual,First Owner,Honda,Other
2018,1725000.0,23974.0,Diesel,Dealer,Automatic,Second Owner,Toyota,Other
2016,2150000.0,43000.0,Diesel,Dealer,Automatic,First Owner,BMW,Other
2013,450000.0,1000.0,Diesel,Dealer,Manual,Second Owner,Renault,Other
2018,2675000.0,10000.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,Other
2013,1580000.0,86000.0,Diesel,Dealer,Automatic,First Owner,Audi,Other
2019,2675000.0,30000.0,Diesel,Dealer,Automatic,First Owner,BMW,Other
2016,535000.0,52600.0,Diesel,Individual,Manual,First Owner,Hyundai,Other
2012,225000.0,110000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2017,550000.0,19890.0,Petrol,Dealer,Automatic,First Owner,Hyundai,Hyundai Grand i10
2015,625000.0,11918.0,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Other
2017,520000.0,10510.0,Petrol,Dealer,Automatic,First Owner,Hyundai,Hyundai Grand i10
2016,239000.0,41000.0,Petrol,Dealer,Manual,First Owner,Chevrolet,Other
2017,2600000.0,47162.0,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,Other
2012,229999.0,49824.0,Petrol,Dealer,Manual,First Owner,Hyundai,Other
2013,1300000.0,58500.0,Diesel,Dealer,Automatic,First Owner,Audi,Other
2005,80000.0,56580.0,Petrol,Dealer,Manual,First Owner,Hyundai,Other
2012,385000.0,52000.0,Diesel,Dealer,Manual,First Owner,Skoda,Other
2017,600000.0,46507.0,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,Maruti Swift Dzire
2013,350000.0,50000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
2014,114999.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
2013,380000.0,50000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Other
1995,95000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2016,900000.0,35000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2012,200999.0,90000.0,Petrol,Individual,Manual,Second Owner,Chevrolet,Other
2014,229999.0,11451.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2019,800000.0,60000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2012,150000.0,172000.0,Diesel,Individual,Manual,Second Owner,Mahindra,Other
2018,600000.0,60000.0,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
2005,150000.0,150000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Other
2009,150000.0,66000.0,Diesel,Individual,Manual,First Owner,Chevrolet,Other
2019,380000.0,5000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2006,80000.0,66508.0,Petrol,Individual,Manual,Second Owner,Maruti,Other
2007,225000.0,55000.0,Petrol,Individual,Manual,Second Owner,Honda,Other
2012,75000.0,29900.0,Petrol,Individual,Manual,First Owner,Tata,Other
2017,1600000.0,3000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2012,185000.0,85000.0,Diesel,Individual,Manual,First Owner,Tata,Tata Indica Vista
2011,425000.0,50000.0,Diesel,Individual,Manual,First Owner,Mahindra,Other
2010,100000.0,120000.0,Diesel,Individual,Manual,Second Owner,Tata,Tata Indica Vista
2008,140000.0,90000.0,Petrol,Individual,Manual,Third Owner,Maruti,Other
2017,710000.0,8000.0,Petrol,Individual,Automatic,First Owner,Maruti,Maruti Swift Dzire
2015,450000.0,7900.0,Petrol,Individual,Automatic,First Owner,Honda,Other
2017,210000.0,50000.0,Petrol,Individual,Manual,First Owner,Datsun,Other
2016,270000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto K10
2009,110000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LXi
2018,540000.0,17500.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2008,145000.0,25000.0,Petrol,Individual,Manual,First Owner,Mahindra,Other
2013,360000.0,206500.0,Diesel,Individual,Manual,First Owner,Tata,Other
2013,250000.0,88600.0,LPG,Individual,Manual,First Owner,Hyundai,Other
2012,110000.0,80000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2008,250000.0,100000.0,Diesel,Individual,Manual,Fourth & Above Owner,Chevrolet,Other
2011,150000.0,186000.0,Diesel,Individual,Manual,Second Owner,Ford,Other
2010,140000.0,60000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Other
2019,925000.0,11000.0,Petrol,Individual,Manual,First Owner,Maruti,Other
2017,969999.0,30000.0,Diesel,Individual,Manual,First Owner,Tata,Other
2007,90000.0,80000.0,CNG,Individual,Manual,Third Owner,Hyundai,Hyundai Santro Xing
